ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
netting,very open weave,18,7.8,#N/A,#N/A,#N/A,
nettle,weed with stickers,18,10.1,#N/A,#N/A,#N/A,
neuron,a nerve cell,18,12.1,#N/A,#N/A,#N/A,
neutron,un uncharged particle,18,12.5,#N/A,#N/A,#N/A,
newworld,the Americas,18,,#N/A,#N/A,#N/A,
newel,banister post,18,12.3,#N/A,#N/A,#N/A,
newt,a small salamander,18,8.8,#N/A,#N/A,#N/A,
nib,a pen point,18,10.3,#N/A,#N/A,#N/A,
niblick,a golf iron,18,,#N/A,#N/A,#N/A,
niche,hollow in wall,18,13.3,#N/A,#N/A,#N/A,
nictitate,to wink,18,,#N/A,#N/A,#N/A,
niggard,stingly person,18,13.9,#N/A,#N/A,#N/A,
niggling,wasting time on details,18,,#N/A,#N/A,#N/A,
nightshade,group of plants,18,,#N/A,#N/A,#N/A,
nihil,nothing,18,,#N/A,#N/A,#N/A,
nihilobstat,nothing prevents,18,,#N/A,#N/A,#N/A,
nihilist,believes in nothing,18,16.6,#N/A,#N/A,#N/A,
nimbus,a rain cloud,18,,#N/A,#N/A,#N/A,
nirvana,state of bliss,18,,#N/A,#N/A,#N/A,
nitrate,a salt of nitric acid,18,13.4,#N/A,#N/A,#N/A,
nitric,has 5 nitrogens,18,11.7,#N/A,#N/A,#N/A,
nixie,female water sprite,18,,#N/A,#N/A,#N/A,
nob,a very important person,18,9.4,#N/A,#N/A,#N/A,
nobby,elegant,18,,#N/A,#N/A,#N/A,
noctambulism,sleep walking,18,,#N/A,#N/A,#N/A,
noddle,head,18,8.1,#N/A,#N/A,#N/A,
node,a gland,18,12.2,#N/A,#N/A,#N/A,
node,centering point,18,12.2,#N/A,#N/A,#N/A,
nolensvolens,whether willing or unwilling,18,,#N/A,#N/A,#N/A,
nomdeguerre,assumed name,18,,#N/A,#N/A,#N/A,
nomdeplume,pen name,18,,#N/A,#N/A,#N/A,
nomen,name,18,,#N/A,#N/A,#N/A,
nominal,existing in name only,18,11.2,#N/A,#N/A,#N/A,
nominally,only in name,18,,#N/A,#N/A,#N/A,
nonsequitur,it does not follow,18,,#N/A,#N/A,#N/A,
nontroppo,not too much,18,,#N/A,#N/A,#N/A,
nonage,period of immaturity,18,,#N/A,#N/A,#N/A,
nonce,the present time,18,14.2,#N/A,#N/A,#N/A,
nonceword,coined for a single occasion,18,,#N/A,#N/A,#N/A,
nonentity,doesn't exist,18,13.0,#N/A,#N/A,#N/A,
nonpareil,without equal,18,14.7,#N/A,#N/A,#N/A,
nonsuit,legal judgment,18,,#N/A,#N/A,#N/A,
nosegay,bunch of flowers,18,16.8,#N/A,#N/A,#N/A,
nostalgia,homesickness,18,13.2,#N/A,#N/A,#N/A,
noster,our,18,,#N/A,#N/A,#N/A,
notwithstanding,nevertheless,18,,#N/A,#N/A,#N/A,
notwithstanding,in spite of,18,,#N/A,#N/A,#N/A,
nougat,a nut candy,18,9.1,#N/A,#N/A,#N/A,
nouveau,new,18,15.0,#N/A,#N/A,#N/A,
nova,temporarily bright star,18,,#N/A,#N/A,#N/A,
noxious,harmful,18,12.7,#N/A,#N/A,#N/A,
null,of no legal force,18,11.6,#N/A,#N/A,#N/A,
null,zero,18,11.6,#N/A,#N/A,#N/A,
nullify,make useless,18,14.4,#N/A,#N/A,#N/A,
nullity,futility,18,,#N/A,#N/A,#N/A,
numeracy,skill in mathematics,18,,#N/A,#N/A,#N/A,
nunc,now,18,,#N/A,#N/A,#N/A,
nuptial,wedding,18,13.7,#N/A,#N/A,#N/A,
nuthatch,a bird,18,11.5,#N/A,#N/A,#N/A,
nuzzle,rub with nose,18,11.4,#N/A,#N/A,#N/A,
nyet,Russian for no,18,,#N/A,#N/A,#N/A,
nymph,young insect,18,11.6,#N/A,#N/A,#N/A,
oakum,fiber filling,18,11.7,#N/A,#N/A,#N/A,
obbligato,musical accompaniment,18,14.3,#N/A,#N/A,#N/A,
obese,very fat,18,9.4,#N/A,#N/A,#N/A,
obi,Japanese sash,18,,#N/A,#N/A,#N/A,
obiterdicta,casual remarks,18,,#N/A,#N/A,#N/A,
oblate,flattened at poles,18,14.5,#N/A,#N/A,#N/A,
oblation,religious offering,18,,#N/A,#N/A,#N/A,
obliquity,mental perversity,18,14.5,#N/A,#N/A,#N/A,
oblivion,forgetfulness,18,11.7,#N/A,#N/A,#N/A,
obsequious,too respectful,18,15.1,#N/A,#N/A,#N/A,
obsolescent,almost our of use,18,15.4,#N/A,#N/A,#N/A,
obtain,prevail,18,9.6,#N/A,#N/A,#N/A,
obtrude,"stick out, thrust forward",18,12.6,#N/A,#N/A,#N/A,
obtrusive,pushes forward,18,14.8,#N/A,#N/A,#N/A,
occiput,the back of the skull,18,,#N/A,#N/A,#N/A,
occlusion,a closing,18,14.5,#N/A,#N/A,#N/A,
ocelot,"large, spotted cat",18,10.0,#N/A,#N/A,#N/A,
ocher,earth color,18,,#N/A,#N/A,#N/A,
octogenarian,aged eighty to ninety,18,15.8,#N/A,#N/A,#N/A,
ocular,pertaining to the eye,18,13.3,#N/A,#N/A,#N/A,
oculist,eye doctor,18,11.4,#N/A,#N/A,#N/A,
odds,advantages,18,8.6,#N/A,#N/A,#N/A,
odium,hatred,18,,#N/A,#N/A,#N/A,
oenology,wine-making technology,18,,#N/A,#N/A,#N/A,
oeuvres,works,18,16.7,#N/A,#N/A,#N/A,
offertory,the collection,18,10.8,#N/A,#N/A,#N/A,
oilstone,sharpens tools,18,,#N/A,#N/A,#N/A,
oldboynetwork,mutual exchange of favors,18,,#N/A,#N/A,#N/A,
oleaginous,greasy,18,,#N/A,#N/A,#N/A,
oleander,flowering shrub,18,14.8,#N/A,#N/A,#N/A,
olein,liquid part of fat,18,,#N/A,#N/A,#N/A,
oleometer,tests purity of oil,18,,#N/A,#N/A,#N/A,
oleoresin,oil and resin mixture,18,,#N/A,#N/A,#N/A,
olfactory,of sense of smell,18,13.5,#N/A,#N/A,#N/A,
omnipotent,all-powerful,18,11.4,#N/A,#N/A,#N/A,
omnivore,eats everything,18,,#N/A,#N/A,#N/A,
onthemorn,in the morning,18,,#N/A,#N/A,#N/A,
opalescence,play of colors,18,,#N/A,#N/A,#N/A,
openhanded,generous,18,9.6,#N/A,#N/A,#N/A,
operabouffe,a comic opera,18,,#N/A,#N/A,#N/A,
oppressive,very severe,18,12.4,#N/A,#N/A,#N/A,
opt,to make a choice,18,12.1,#N/A,#N/A,#N/A,
optimum,best amount,18,11.4,#N/A,#N/A,#N/A,
opulence,wealth,18,11.7,#N/A,#N/A,#N/A,
orangutan,large ape,18,7.8,#N/A,#N/A,#N/A,
ordain,to order,18,11.7,#N/A,#N/A,#N/A,
order,between class and family,18,6.8,#N/A,#N/A,#N/A,
ordinary,a judge or bishop,18,7.9,#N/A,#N/A,#N/A,
oregano,spice for pizza,18,10.9,#N/A,#N/A,#N/A,
orey-eyed,"very angry, wild-eyed",18,,#N/A,#N/A,#N/A,
organ,means of giving information,18,8.2,#N/A,#N/A,#N/A,
orient,become adjusted,18,,#N/A,#N/A,#N/A,
orientation,getting one's bearnings,18,11.8,#N/A,#N/A,#N/A,
oriflamme,banner of French royalty,18,,#N/A,#N/A,#N/A,
orotund,"pompous, inflated speech",18,15.0,#N/A,#N/A,#N/A,
orthodontia,straightening and adjusting teeth,18,,#N/A,#N/A,#N/A,
orthoepy,study of correct pronunciation,18,,#N/A,#N/A,#N/A,
orthopedics,corrects deformities,18,11.4,#N/A,#N/A,#N/A,
oscine,"singing, perching bird",18,,#N/A,#N/A,#N/A,
osier,a type of willow,18,14.0,#N/A,#N/A,#N/A,
ossuary,urn for bones,18,18.3,#N/A,#N/A,#N/A,
ostensible,apparent,18,16.0,#N/A,#N/A,#N/A,
ostensive,showing openly,18,,#N/A,#N/A,#N/A,
ostler,cares for horses,18,13.7,#N/A,#N/A,#N/A,
otitis,inflammation of the ear,18,,#N/A,#N/A,#N/A,
outflank,go around,18,13.1,#N/A,#N/A,#N/A,
outrage,a shocking offense,18,9.7,#N/A,#N/A,#N/A,
outright,complete,18,,#N/A,#N/A,#N/A,
out-to-lunch,stupid,18,,#N/A,#N/A,#N/A,
ova,fertile egg cells,18,12.3,#N/A,#N/A,#N/A,
overbearing,rudely proud,18,11.0,#N/A,#N/A,#N/A,
overburden,rock removed to mine coal,18,11.9,#N/A,#N/A,#N/A,
overdraft,withdrawing too much,18,15.0,#N/A,#N/A,#N/A,
overdrawn,exaggerated,18,13.7,#N/A,#N/A,#N/A,
overlive,outlast,18,,#N/A,#N/A,#N/A,
overlook,supervise,18,9.7,#N/A,#N/A,#N/A,
overlook,keep eye on,18,9.7,#N/A,#N/A,#N/A,
overshadow,be more important than,18,9.4,#N/A,#N/A,#N/A,
overture,offer,18,11.5,#N/A,#N/A,#N/A,
overwrought,very excited,18,14.9,#N/A,#N/A,#N/A,
oxalic,a poisonous acid,18,,#N/A,#N/A,#N/A,
oyez,hear ye,18,,#N/A,#N/A,#N/A,
pachyderm,elephant,18,11.5,#N/A,#N/A,#N/A,
pachysandra,evergreen plant,18,,#N/A,#N/A,#N/A,
packet,kind of boat,18,7.4,#N/A,#N/A,#N/A,
pad,add on to,18,7.6,#N/A,#N/A,#N/A,
paddock,place for horses,18,12.4,#N/A,#N/A,#N/A,
padrone,a master or boss,18,,#N/A,#N/A,#N/A,
palais,palace,18,,#N/A,#N/A,#N/A,
palaver,chatter,18,14.7,#N/A,#N/A,#N/A,
paleolithic,early Stone Age,18,,#N/A,#N/A,#N/A,
palfrey,a riding horse,18,13.8,#N/A,#N/A,#N/A,
palindrome,same forward or backward,18,13.0,#N/A,#N/A,#N/A,
pall,become tiresome,18,12.4,#N/A,#N/A,#N/A,
palladium,metallic element,18,14.0,#N/A,#N/A,#N/A,
pallet,rough bed,18,11.4,#N/A,#N/A,#N/A,
pallid,pale,18,14.5,#N/A,#N/A,#N/A,
pallor,paleness,18,13.2,#N/A,#N/A,#N/A,
palmy,prosperous,18,14.1,#N/A,#N/A,#N/A,
palpable,tangible,18,,#N/A,#N/A,#N/A,
palpate,to examine by touch,18,15.0,#N/A,#N/A,#N/A,
palpitate,beat rapidly,18,14.5,#N/A,#N/A,#N/A,
panout,turn out,18,,#N/A,#N/A,#N/A,
panache,"swagger, dash",18,12.9,#N/A,#N/A,#N/A,
pandowdy,an apply dish,18,13.8,#N/A,#N/A,#N/A,
pangolin,an anteater,18,,#N/A,#N/A,#N/A,
pangs,sharp pains,18,10.9,#N/A,#N/A,#N/A,
pantheism,God equals universe,18,,#N/A,#N/A,#N/A,
pap,watered down ideas,18,12.1,#N/A,#N/A,#N/A,
papacy,Pope's term of office,18,13.4,#N/A,#N/A,#N/A,
papaw,a fleshy fruit,18,10.4,#N/A,#N/A,#N/A,
paradox,a contradiction,18,13.8,#N/A,#N/A,#N/A,
paramedic,medical technician,18,9.9,#N/A,#N/A,#N/A,
paramour,a lover,18,14.9,#N/A,#N/A,#N/A,
paranoia,feelings of persecution,18,12.8,#N/A,#N/A,#N/A,
paraplegia,kind of paralysis,18,13.4,#N/A,#N/A,#N/A,
paraprofessional,one who helps an expert,18,,#N/A,#N/A,#N/A,
parathyroid,near the thyroid,18,15.5,#N/A,#N/A,#N/A,
paregoric,soothing medicine,18,19.0,#N/A,#N/A,#N/A,
parenthetical,explanatory,18,,#N/A,#N/A,#N/A,
pariah,a socia outcast,18,14.9,#N/A,#N/A,#N/A,
parietal,concerning walls,18,16.6,#N/A,#N/A,#N/A,
paronomasia,punning,18,16.6,#N/A,#N/A,#N/A,
parts,talents,18,5.8,#N/A,#N/A,#N/A,
parturition,childbirth,18,,#N/A,#N/A,#N/A,
pasha,a Turkish title,18,16.3,#N/A,#N/A,#N/A,
passe,out of date,18,12.9,#N/A,#N/A,#N/A,
passel,a great number,18,12.7,#N/A,#N/A,#N/A,
passim,here and there,18,,#N/A,#N/A,#N/A,
passivevoice,a grammar term,18,,#N/A,#N/A,#N/A,
pastern,part of horse's foot,18,12.4,#N/A,#N/A,#N/A,
pate,top of head,18,13.4,#N/A,#N/A,#N/A,
pate,a meat paste,18,13.4,#N/A,#N/A,#N/A,
patent,obvious,18,11.9,#N/A,#N/A,#N/A,
paterfamilias,male head of family,18,17.0,#N/A,#N/A,#N/A,
paternoster,the Lord's Prayer,18,,#N/A,#N/A,#N/A,
pathological,diseased,18,12.8,#N/A,#N/A,#N/A,
pathos,awakens pity,18,13.1,#N/A,#N/A,#N/A,
patricide,killing of one's father,18,14.0,#N/A,#N/A,#N/A,
patrimony,inheritance,18,15.3,#N/A,#N/A,#N/A,
patron, a protector,18,11.7,#N/A,#N/A,#N/A,
patronage,buying from,18,13.0,#N/A,#N/A,#N/A,
patroness,a female protector,18,12.3,#N/A,#N/A,#N/A,
patten,footwear,18,,#N/A,#N/A,#N/A,
patter,glib talk,18,10.2,#N/A,#N/A,#N/A,
payload,the profitable part,18,13.3,#N/A,#N/A,#N/A,
peal,ringing sound,18,7.9,#N/A,#N/A,#N/A,
peccary,pig-like animal,18,12.7,#N/A,#N/A,#N/A,
peculiar(tohim),particularly (his),18,,#N/A,#N/A,#N/A,
pedagogy,science of teaching,18,,#N/A,#N/A,#N/A,
pediatrics,the care of children's diseases,18,10.7,#N/A,#N/A,#N/A,
pedicle,a stalklike part,18,,#N/A,#N/A,#N/A,
pediment,part of a roof,18,13.7,#N/A,#N/A,#N/A,
peergroup,one's equals,18,,#N/A,#N/A,#N/A,
peerage,the nobility,18,,#N/A,#N/A,#N/A,
peerless,without equal,18,13.7,#N/A,#N/A,#N/A,
peignoir,a woman's dressing gown,18,16.1,#N/A,#N/A,#N/A,
pellagra,dietary disease,18,15.1,#N/A,#N/A,#N/A,
pellucid,clear and transparent,18,,#N/A,#N/A,#N/A,
peltry,skins,18,,#N/A,#N/A,#N/A,
pendant,hanging ornament,18,10.3,#N/A,#N/A,#N/A,
penetrant,sharp,18,,#N/A,#N/A,#N/A,
pennate,feathered,18,,#N/A,#N/A,#N/A,
penny-ante,unimportant,18,,#N/A,#N/A,#N/A,
pennyweight,1/20th of an ounce,18,11.4,#N/A,#N/A,#N/A,
penology,science of prison management,18,15.9,#N/A,#N/A,#N/A,
pensive,in deep thought,18,13.6,#N/A,#N/A,#N/A,
pentagon,a five-sided figure,18,,#N/A,#N/A,#N/A,
pentahedron,five-faced figure,18,,#N/A,#N/A,#N/A,
penultimate,next to last,18,15.9,#N/A,#N/A,#N/A,
peon,farm laborer,18,11.2,#N/A,#N/A,#N/A,
peplum,overskirt,18,15.5,#N/A,#N/A,#N/A,
peptone,a protein substance,18,,#N/A,#N/A,#N/A,
percale,cotton cloth,18,15.6,#N/A,#N/A,#N/A,
percept,what comes through senses,18,12.6,#N/A,#N/A,#N/A,
peregrine,a large falcon,18,13.3,#N/A,#N/A,#N/A,
peremptorychallenge,right to dismiss juror,18,,#N/A,#N/A,#N/A,
perfervid,very ardent,18,,#N/A,#N/A,#N/A,
perfidious,faithless,18,15.3,#N/A,#N/A,#N/A,
perfidy,treachery,18,13.8,#N/A,#N/A,#N/A,
pergola,a trellised arbor,18,,#N/A,#N/A,#N/A,
perigee,point nearest earth,18,14.4,#N/A,#N/A,#N/A,
periodontal,surrounding a tooth,18,14.1,#N/A,#N/A,#N/A,
peripheral,near outer edges,18,13.7,#N/A,#N/A,#N/A,
periwig,a wig,18,16.3,#N/A,#N/A,#N/A,
permanganate,an antiseptic,18,16.1,#N/A,#N/A,#N/A,
permeable,lets liquid soak,18,12.9,#N/A,#N/A,#N/A,
perpetuate,to continue,18,13.3,#N/A,#N/A,#N/A,
perpetuity,forever,18,13.3,#N/A,#N/A,#N/A,
pertinacious,persistent,18,16.6,#N/A,#N/A,#N/A,
perversity,stubbornness,18,14.4,#N/A,#N/A,#N/A,
pervert,change to bad,18,10.4,#N/A,#N/A,#N/A,
pestiferous,annoying,18,16.8,#N/A,#N/A,#N/A,
pestle,a grinding tool,18,12.5,#N/A,#N/A,#N/A,
petrology,study of rocks,18,13.9,#N/A,#N/A,#N/A,
petrous,stony,18,,#N/A,#N/A,#N/A,
pettifogger,a quibbler,18,,#N/A,#N/A,#N/A,
pettyofficer,navy noncommissioned officer,18,,#N/A,#N/A,#N/A,
phantasm,a delusion,18,,#N/A,#N/A,#N/A,
pharisaical,hypocritical,18,14.0,#N/A,#N/A,#N/A,
phial,small glass bottle,18,14.1,#N/A,#N/A,#N/A,
philander,make love insincerely,18,14.2,#N/A,#N/A,#N/A,
philanthropy,helping others,18,14.1,#N/A,#N/A,#N/A,
phlebitis,a vein inflammation,18,17.1,#N/A,#N/A,#N/A,
phlebotomist,one who lets blood,18,,#N/A,#N/A,#N/A,
phoenix,a mythical bird,18,,#N/A,#N/A,#N/A,
phototropic,influenced by light,18,,#N/A,#N/A,#N/A,
phototropism,turning toward light,18,14.6,#N/A,#N/A,#N/A,
phrase,put into words,18,8.6,#N/A,#N/A,#N/A,
phrenology,skull reading,18,16.8,#N/A,#N/A,#N/A,
phylactery,a religious article,18,,#N/A,#N/A,#N/A,
phylum,just below kingdom,18,13.2,#N/A,#N/A,#N/A,
phylum,biological classification,18,13.2,#N/A,#N/A,#N/A,
physiognomy,general features or looks,18,,#N/A,#N/A,#N/A,
physiotherapy,treatment by massage,18,17.4,#N/A,#N/A,#N/A,
pickup,a tone-arm,18,6.3,#N/A,#N/A,#N/A,
pieplant,rhubarb,18,,#N/A,#N/A,#N/A,
piecederesistance,main attraction,18,,#N/A,#N/A,#N/A,
pied,colored in patches,18,11.9,#N/A,#N/A,#N/A,
pietistic,exaggeratedly pious,18,,#N/A,#N/A,#N/A,
piezoelectrical,current from pressure,18,,#N/A,#N/A,#N/A,
pigeonhole,part of desk,18,11.2,#N/A,#N/A,#N/A,
pigeonhole,to delay by filing,18,11.2,#N/A,#N/A,#N/A,
pillion,temporary seat,18,15.0,#N/A,#N/A,#N/A,
pimpernel,a flowering herb,18,,#N/A,#N/A,#N/A,
pince-nez,style of eyeglasses,18,,#N/A,#N/A,#N/A,
pinchbeck,cheap and imitative,18,,#N/A,#N/A,#N/A,
pink,a flower,18,4.1,#N/A,#N/A,#N/A,
pinna,a small leaf,18,,#N/A,#N/A,#N/A,
pinnacle,the top,18,12.7,#N/A,#N/A,#N/A,
pinon,a pine nut,18,,#N/A,#N/A,#N/A,
pip,chicken disease,18,11.1,#N/A,#N/A,#N/A,
pip,small seed,18,11.1,#N/A,#N/A,#N/A,
piping,shrill sound,18,9.3,#N/A,#N/A,#N/A,
piping,sewn edge,18,9.3,#N/A,#N/A,#N/A,
pippin,a very good example,18,,#N/A,#N/A,#N/A,
pippin,a dandy,18,,#N/A,#N/A,#N/A,
piquant,spicy,18,15.0,#N/A,#N/A,#N/A,
pirouette,whirling on toes,18,10.9,#N/A,#N/A,#N/A,
pix,motion pictures,18,12.5,#N/A,#N/A,#N/A,
placable,can be quieted,18,,#N/A,#N/A,#N/A,
placate,to calm,18,13.6,#N/A,#N/A,#N/A,
placenta,afterbirth,18,12.1,#N/A,#N/A,#N/A,
placer,gravel with gold,18,10.6,#N/A,#N/A,#N/A,
plagiarism,copying without credit,18,11.3,#N/A,#N/A,#N/A,
plagiarize,to steal ideas,18,12.2,#N/A,#N/A,#N/A,
plaice,a large flatfish,18,14.0,#N/A,#N/A,#N/A,
plaint,plea,18,12.0,#N/A,#N/A,#N/A,
plaintive,sorrowful,18,13.5,#N/A,#N/A,#N/A,
plait,pleat,18,13.0,#N/A,#N/A,#N/A,
plantain,a banana-like fruit,18,12.8,#N/A,#N/A,#N/A,
plantain,a common weed,18,12.8,#N/A,#N/A,#N/A,
plasma,a rocket fuel,18,12.5,#N/A,#N/A,#N/A,
plastron,lower shell of tortoise,18,,#N/A,#N/A,#N/A,
platinum,very light blonde,18,12.3,#N/A,#N/A,#N/A,
plebs,the common people,18,15.6,#N/A,#N/A,#N/A,
pleistocene,ice age,18,,#N/A,#N/A,#N/A,
plenum,a full assembly,18,17.6,#N/A,#N/A,#N/A,
pleural,of the lung membrane,18,10.7,#N/A,#N/A,#N/A,
plinth,square base of a column,18,,#N/A,#N/A,#N/A,
plumb,to measure depth,18,8.4,#N/A,#N/A,#N/A,
plutonium,atomic element,18,13.7,#N/A,#N/A,#N/A,
ply,make regular trips,18,12.0,#N/A,#N/A,#N/A,
poetaster,a bad poet,18,,#N/A,#N/A,#N/A,
pogrom,racial massacre,18,14.3,#N/A,#N/A,#N/A,
poke,kind of weed,18,5.2,#N/A,#N/A,#N/A,
pokeweed,a North American herb,18,,#N/A,#N/A,#N/A,
polarize,make light waves regular,18,12.4,#N/A,#N/A,#N/A,
polemical,controversial,18,,#N/A,#N/A,#N/A,
poliomyelitis,a spinal disease,18,,#N/A,#N/A,#N/A,
politico,a politician,18,13.5,#N/A,#N/A,#N/A,
pollard,ox or sheep without horns,18,,#N/A,#N/A,#N/A,
pollock,a salt-water fish,18,,#N/A,#N/A,#N/A,
poltergeist,a noisy ghost,18,8.9,#N/A,#N/A,#N/A,
poltroonery,cowardice,18,,#N/A,#N/A,#N/A,
polyandry,having several husbands,18,,#N/A,#N/A,#N/A,
polyclinic,kind of hospital,18,14.6,#N/A,#N/A,#N/A,
polygamy,marrying several persons,18,13.0,#N/A,#N/A,#N/A,
polyglot,has many languages,18,16.9,#N/A,#N/A,#N/A,
polyp,kind of tumor,18,14.6,#N/A,#N/A,#N/A,
polyp,a water animal,18,14.6,#N/A,#N/A,#N/A,
polytechnic,devoted to applied sciences,18,15.5,#N/A,#N/A,#N/A,
pomade,hair dressing,18,14.5,#N/A,#N/A,#N/A,
pomegranate,fruit,18,11.2,#N/A,#N/A,#N/A,
pompano,a food fish,18,,#N/A,#N/A,#N/A,
pompous,self-important,18,12.7,#N/A,#N/A,#N/A,
ponderable,can be weighed,18,,#N/A,#N/A,#N/A,
ponderous,very heavy,18,12.8,#N/A,#N/A,#N/A,
pone,cornmeal bread,18,14.2,#N/A,#N/A,#N/A,
poniard,a dagger,18,14.0,#N/A,#N/A,#N/A,
pontificate,to speak pompously,18,14.9,#N/A,#N/A,#N/A,
pontificate,the office of a prelate,18,14.9,#N/A,#N/A,#N/A,
pooh-pooh,laugh it off,18,,#N/A,#N/A,#N/A,
poop,gossip or information,18,3.7,#N/A,#N/A,#N/A,
poopsheet,instruction sheet,18,,#N/A,#N/A,#N/A,
popery,Catholic formality,18,13.4,#N/A,#N/A,#N/A,
popinjay,"conceited, silly person",18,11.7,#N/A,#N/A,#N/A,
popish,Catholic,18,,#N/A,#N/A,#N/A,
poplin,kind of cloth,18,12.7,#N/A,#N/A,#N/A,
poreover,to study carefully,18,,#N/A,#N/A,#N/A,
porringer,a bowl for porridge,18,17.2,#N/A,#N/A,#N/A,
portofcall,a stop for ships,18,,#N/A,#N/A,#N/A,
porte-cochere,roofed driveway,18,,#N/A,#N/A,#N/A,
portend,to foreshadow,18,14.7,#N/A,#N/A,#N/A,
portmanteau,a large suitcase,18,17.8,#N/A,#N/A,#N/A,
poseur,one who pretends,18,14.9,#N/A,#N/A,#N/A,
posh,smart and expensive,18,10.4,#N/A,#N/A,#N/A,
post,bookkeeping term ,18,6.9,#N/A,#N/A,#N/A,
postulant,a religious candidate,18,14.3,#N/A,#N/A,#N/A,
postulate,something taken for granted,18,13.9,#N/A,#N/A,#N/A,
pot,sum of money,18,5.3,#N/A,#N/A,#N/A,
pothook,a pot lifter,18,,#N/A,#N/A,#N/A,
pothouse,alehouse,18,13.5,#N/A,#N/A,#N/A,
potpourri,a mixture,18,10.2,#N/A,#N/A,#N/A,
pound-foolish,careless with money,18,,#N/A,#N/A,#N/A,
pouter,kind of pigeon,18,11.8,#N/A,#N/A,#N/A,
praetor,a Roman magistrate,18,16.6,#N/A,#N/A,#N/A,
praline,a pecan candy,18,10.8,#N/A,#N/A,#N/A,
prawn,large shrimp,18,13.1,#N/A,#N/A,#N/A,
precedence,going ahead of,18,12.5,#N/A,#N/A,#N/A,
preceptor,an instructor,18,12.1,#N/A,#N/A,#N/A,
precession,going first,18,,#N/A,#N/A,#N/A,
precipitance,rash haste,18,,#N/A,#N/A,#N/A,
precis,a summary,18,13.5,#N/A,#N/A,#N/A,
precocity,early development,18,16.4,#N/A,#N/A,#N/A,
precursor,forerunner,18,12.8,#N/A,#N/A,#N/A,
predestination,fate,18,13.2,#N/A,#N/A,#N/A,
predispose,incline beforehand,18,14.0,#N/A,#N/A,#N/A,
preemptor,one who takes beforehand,18,,#N/A,#N/A,#N/A,
preen,to trim the feathers,18,13.2,#N/A,#N/A,#N/A,
prefect,chief officer,18,11.9,#N/A,#N/A,#N/A,
prehensile,capable of grasping,18,17.1,#N/A,#N/A,#N/A,
prehension,act of grasping,18,,#N/A,#N/A,#N/A,
premise,basis for reason,18,12.1,#N/A,#N/A,#N/A,
prep,high school,18,9.2,#N/A,#N/A,#N/A,
preponderate,to outbalance,18,,#N/A,#N/A,#N/A,
presbyopia,defect in sight,18,,#N/A,#N/A,#N/A,
prescience,ability to see into future,18,12.9,#N/A,#N/A,#N/A,
prescient,having foreknowledge ,18,12.9,#N/A,#N/A,#N/A,
presentiment,expectant feeling,18,14.5,#N/A,#N/A,#N/A,
prestigious,has big reputation,18,12.2,#N/A,#N/A,#N/A,
pretension,a claim ,18,11.1,#N/A,#N/A,#N/A,
preternatural,abnormal,18,13.9,#N/A,#N/A,#N/A,
prevail,to succeed,18,10.7,#N/A,#N/A,#N/A,
prig,an overly precise person,18,11.9,#N/A,#N/A,#N/A,
priggish,fussy,18,17.1,#N/A,#N/A,#N/A,
primadonna,temperamental person,18,,#N/A,#N/A,#N/A,
primafacie,on the face of it,18,,#N/A,#N/A,#N/A,
primacy,first importance,18,,#N/A,#N/A,#N/A,
primate,high church official,18,9.5,#N/A,#N/A,#N/A,
primate,a mammal,18,9.5,#N/A,#N/A,#N/A,
prime,set it working,18,9.3,#N/A,#N/A,#N/A,
prink,to dress for show,18,,#N/A,#N/A,#N/A,
prismatic,highly-colored,18,13.4,#N/A,#N/A,#N/A,
privy,for private use,18,12.7,#N/A,#N/A,#N/A,
privycouncil,king's advisers,18,,#N/A,#N/A,#N/A,
privyto,knows the secret,18,,#N/A,#N/A,#N/A,
procaine,a local anesthetic,18,13.0,#N/A,#N/A,#N/A,
procurable,can be obtained,18,,#N/A,#N/A,#N/A,
procure,get,18,13.7,#N/A,#N/A,#N/A,
procurer,sells services of prostitute,18,15.9,#N/A,#N/A,#N/A,
prod,poke,18,10.9,#N/A,#N/A,#N/A,
prodigal,extremely generous,18,11.7,#N/A,#N/A,#N/A,
prodigal,wasteful person,18,11.7,#N/A,#N/A,#N/A,
produced,got results,18,8.4,#N/A,#N/A,#N/A,
profane,worldly,18,11.9,#N/A,#N/A,#N/A,
profess,state a belief,18,10.7,#N/A,#N/A,#N/A,
profiteer,make unfair gain,18,12.3,#N/A,#N/A,#N/A,
profuse,extravagant,18,13.2,#N/A,#N/A,#N/A,
prognosis,a forecast,18,14.1,#N/A,#N/A,#N/A,
prolix,long-winded,18,14.0,#N/A,#N/A,#N/A,
prompt,to remind,18,10.2,#N/A,#N/A,#N/A,
pronominal,of pronouns,18,,#N/A,#N/A,#N/A,
pronunciamento,a manifesto,18,,#N/A,#N/A,#N/A,
prophylactic,prevents disease,18,15.2,#N/A,#N/A,#N/A,
prophylaxis,prevention of disease,18,15.4,#N/A,#N/A,#N/A,
propitious,favorable,18,12.4,#N/A,#N/A,#N/A,
proponent,an advocate,18,12.4,#N/A,#N/A,#N/A,
propound,to propose,18,12.2,#N/A,#N/A,#N/A,
propriety,being proper,18,15.2,#N/A,#N/A,#N/A,
propulsive,propelling,18,,#N/A,#N/A,#N/A,
prosody,study of poetic matter,18,,#N/A,#N/A,#N/A,
